iter,res_primal,res_dual,alpha,alpha_mu,alpha_lambda,rho,convergio,res_eq_final,res_dual_final
0,610.7909429953356,15390.33918840273,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
1,582.1237675466556,14683.839857138764,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
2,554.7890755255243,14009.66922662665,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
3,528.7253478836203,13366.347384750961,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
4,503.87389550975746,12752.462189774422,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
5,480.17872930012754,12166.666166267041,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
6,457.5864361878922,11607.673543225723,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
7,436.04606085893806,11074.257427870412,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
8,415.50899289313327,10565.24710890151,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
9,395.9288590823653,10079.525483287855,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
10,377.26142068804097,9616.026600926318,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
11,368.36119687043237,4588.012041382135,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
12,359.6682687127069,4482.633369096141,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
13,351.1778487620015,4379.661559612479,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
14,342.8852596263545,4279.041617709189,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
15,334.7859314505565,4180.719805338292,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
16,326.8753994498163,4084.6436128797754,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
17,319.1493014999196,3990.7617310529795,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
18,311.6033757825862,3899.0240234703174,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
19,304.2334584847635,3809.3814998186626,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
20,297.0354815506204,3721.7862896540364,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
21,293.51715878112395,1820.0498235292666,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
22,290.0394094890843,1799.3715732860555,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
23,286.6017703895124,1778.926515387059,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
24,283.20378345999706,1758.7120188050737,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
25,279.8449958810869,1738.7254822131924,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
26,276.5249599773472,1718.9643336494375,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
27,273.24323315908305,1699.4260301851796,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
28,269.99937786472265,1680.108057597305,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
29,266.7929615038509,1661.0079300440818,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
30,263.62355640088936,1642.1231897446885,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
31,260.4907397394117,1623.4514066623617,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
32,257.39409350709,1604.9901781911199,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
33,254.3332044412641,1586.73712884603,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
34,251.3076639751257,1568.6899099569655,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
35,248.3170681845125,1550.8461993658293,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
36,245.3610177353035,1533.203701127191,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
37,242.43911783141004,1515.7601452123074,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
38,239.55097816335447,1498.5132872164868,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
39,236.69621285743148,1481.4609080697535,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
40,233.87444042544402,1464.600813750786,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
41,231.08528371500833,1447.9308350040803,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
42,228.3283698604208,1431.4488270603108,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
43,225.60333023408108,1415.1526693598466,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
44,222.90980039846477,1399.0402652793955,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
45,220.24742005863928,1383.1095418617256,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
46,217.61583301531718,1367.35844954845,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
47,215.01468711844095,1351.78496191582,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
48,212.44363422129223,1336.3870754135098,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
49,209.9023301351212,1321.162809106344,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
50,207.39043458428853,1306.110204418948,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
51,204.9076111619154,1291.2273248832778,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
52,202.45352728603538,1276.5122558890027,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
53,200.0278541562421,1261.9631044367077,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
54,197.63026671082778,1247.57799889388,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
55,195.2604435844067,1233.3550887536567,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
56,192.91806706601812,1219.2925443962895,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
57,190.60282305770363,1205.3885568533112,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
58,188.31440103355246,1191.6413375743587,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
59,186.05249399921118,1178.0491181966324,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
60,183.81679845185104,1164.6101503169602,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
61,181.60701434058845,1151.3227052664336,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
62,179.42284502735336,1138.1850738875892,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
63,177.26399724820055,1125.1955663141064,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
64,175.13018107505852,1112.352511752994,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
65,173.02110987791178,1099.6542582692348,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
66,170.9365002874105,1087.0991725728657,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
67,168.87607215790345,1074.685639808457,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
68,166.83954853088997,1062.4120633469727,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
69,164.8266555988844,1050.2768645799824,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
70,162.83712266969047,1038.2784827161925,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
71,160.97180642710848,1026.4153745802798,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
72,159.13093282543022,1014.6860144139954,1e-06,1e-08,1e-07,0.01,False,15.063568115950813,82.12167530906548
