alpha,rho,convergido,iter,estado,res_eq,res_ineq,res_dual,error_abs,error_rel,abs_diff_nodo_0,rel_diff_nodo_0,abs_diff_nodo_1,rel_diff_nodo_1,abs_diff_nodo_2,rel_diff_nodo_2,abs_diff_nodo_3,rel_diff_nodo_3
1e-10,284.0,False,50000,max_iter,1.7293779190907799e-06,0.011426644603791558,60434.752281885056,0.48686410337185915,0.48686410337185915,0.0,0.0,0.48686410337185915,49.810919752287674,0.0002013393786354234,0.020786138830544792,0.45195888215681235,47.49243137294353
