iter,res_primal,res_dual,alpha,alpha_mu,alpha_lambda,rho,convergio,res_eq_final,res_dual_final
0,610.7909429953356,15390.33918840273,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
1,582.1211876157073,14685.161299511483,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
2,554.7815756349644,14012.190732362684,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
3,528.7108113018144,13369.955901536778,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
4,503.8504132145759,12757.052484146105,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
5,480.14458535079257,12172.140344810134,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
6,457.54009400104326,11613.940601226035,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
7,435.9861503368039,11081.232823905913,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
8,415.43429835457164,10572.852363946053,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
9,395.83830795025386,10087.687802974044,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
10,377.1540728890779,9624.678519687282,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
11,368.23373459290934,4598.3594446645175,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
12,359.51803380295246,4494.355102864184,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
13,351.00231843115296,4392.688724923446,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
14,342.6820416540861,4293.307728012922,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
15,334.5527595368492,4196.160712492708,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
16,326.6101287105203,4101.197435282092,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
17,318.84990410197963,4008.3687838287237,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
18,311.2679367149109,3917.6267506637405,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
19,303.8601714608315,3828.92440852966,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
20,296.62264503902406,3742.215886068152,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
21,293.0583573132985,1843.761679693229,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
22,289.53019049741033,1825.3912081796109,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
23,286.03779291651796,1807.196984672879,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
24,282.5808162779138,1789.1773246856878,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
25,279.15891563863323,1771.3305598254767,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
26,275.7717493733724,1753.6550376406854,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
27,272.41897914271357,1736.1491214684324,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
28,269.1002698616533,1718.8111902836565,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
29,265.8152896684329,1701.6396385496914,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
30,262.56370989366593,1684.6328760702768,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
31,259.3452050297614,1667.7893278429758,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
32,256.15945270063935,1651.1074339139989,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
33,253.0061336317361,1634.5856492344124,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
34,249.88493162029616,1618.2224435177202,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
35,246.79553350594844,1602.0163010988094,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
36,243.73762914156407,1585.9657207942403,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
37,240.71091136439213,1570.0692157638737,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
38,237.71507596747264,1554.3253133738206,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
39,234.74982167132185,1538.7325550606995,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
40,231.8148500958889,1523.2894961971924,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
41,228.90986573278056,1507.9947059588849,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
42,226.03457591775182,1492.8467671923795,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
43,223.18869080345897,1477.8442762846673,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
44,220.3719233324742,1462.9858430337513,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
45,217.5839892105575,1448.2700905205008,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
46,214.82460688018438,1433.6956549817367,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
47,212.0934974943272,1419.2611856845228,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
48,209.39038489048676,1404.9653448016647,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
49,206.7149955649723,1390.8068072883934,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
50,204.06705864742824,1376.7842607602295,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
51,201.44630587560323,1362.8964053720147,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
52,198.85247157036179,1349.1419536980986,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
53,196.28529261093425,1335.5196306136702,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
54,193.74450841040368,1322.0281731772238,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
55,191.22986089142705,1308.6663305141474,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
56,188.74109446218915,1295.432863701425,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
57,186.2779559925855,1282.3265456534375,1e-06,1e-08,1e-06,0.01,False,0.7097653817777201,4315.842560056631
