iter,res_primal,res_dual,alpha,alpha_mu,alpha_lambda,rho,convergio,res_eq_final,res_dual_final
0,610.7909429953356,15390.33918840273,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
1,582.1240255397504,14683.707712901492,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
2,554.7898255157677,14009.417075452264,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
3,528.7268015475736,13365.98653075175,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
4,503.87624375611506,12752.003154734355,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
5,480.1821437332712,12166.118737589777,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
6,457.5910704808991,11607.046819131028,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
7,436.0520520412696,11073.559859990586,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
8,415.5164625579356,10564.486542421111,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
9,395.9379145180469,10078.709194762498,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
10,377.2721559385274,9615.161333908916,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
11,368.37394377042824,4586.97719877836,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
12,359.6832931904925,4481.461036135237,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
13,351.19540322778784,4378.3586168244765,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
14,342.90558345382016,4277.614703407869,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
15,334.8092514434171,4179.175323102217,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
16,326.9019302938586,4082.987738817747,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
17,319.1792462009201,3989.000420859858,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
18,311.63692609052595,3897.1630192789985,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
19,304.27079530473435,3807.4263368538573,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
20,297.076775340811,3719.742302693323,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
21,293.56305154019776,1817.677381379308,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
22,290.0903472928492,1796.7679367828791,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
23,286.65818823651944,1776.0973362822203,1e-06,1e-08,1e-08,0.01,False,0.9576411316123654,3.7425387716321215
